Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,1638 (607 -- 5222),Increasing,1.3 (1 -- 1.6),0.3 (0.021 -- 0.66),2.3 (1.1 -- 34)
Belgium,48542 (23957 -- 109682),Likely increasing,1.1 (0.92 -- 1.2),0.083 (-0.11 -- 0.25),8.4 (2.8 -- -6.6)
Bulgaria,17083 (9471 -- 35936),Likely increasing,1 (0.92 -- 1.1),0.028 (-0.11 -- 0.15),25 (4.5 -- -6.5)
Croatia,62035 (24120 -- 170957),Stable,0.98 (0.75 -- 1.1),-0.03 (-0.37 -- 0.17),-23 (4.1 -- -1.9)
Cyprus,1590 (666 -- 4421),Likely decreasing,0.86 (0.67 -- 1),-0.19 (-0.49 -- 0.014),-3.6 (50 -- -1.4)
Czechia,578712 (179993 -- 1337570),Increasing,1.3 (1 -- 1.6),0.32 (0.027 -- 0.6),2.2 (1.2 -- 26)
Denmark,9912 (4734 -- 23625),Stable,1 (0.82 -- 1.2),0.023 (-0.25 -- 0.28),30 (2.5 -- -2.8)
France,44121 (20542 -- 94346),Increasing,1.2 (1 -- 1.4),0.24 (0.0045 -- 0.48),2.9 (1.5 -- 160)
Greece,75817 (46027 -- 139254),Likely decreasing,0.99 (0.9 -- 1.1),-0.018 (-0.14 -- 0.089),-39 (7.8 -- -5.1)
Hungary,35780 (10837 -- 126525),Likely increasing,1.1 (0.82 -- 1.4),0.16 (-0.26 -- 0.47),4.2 (1.5 -- -2.7)
Iceland,321 (151 -- 753),Likely decreasing,0.91 (0.76 -- 1),-0.12 (-0.34 -- 0.06),-5.9 (12 -- -2)
Ireland,5887 (3596 -- 11006),Decreasing,0.91 (0.81 -- 0.99),-0.12 (-0.26 -- -0.0084),-5.8 (-82 -- -2.6)
Liechtenstein,33 (8 -- 151),Likely increasing,1.1 (0.85 -- 1.4),0.1 (-0.2 -- 0.48),7 (1.4 -- -3.5)
Lithuania,68112 (24190 -- 207486),Likely decreasing,0.95 (0.66 -- 1.1),-0.072 (-0.51 -- 0.15),-9.7 (4.5 -- -1.4)
Luxembourg,7340 (3937 -- 15839),Likely increasing,1.1 (0.98 -- 1.3),0.12 (-0.021 -- 0.3),5.6 (2.3 -- -33)
Malta,118 (59 -- 262),Decreasing,0.83 (0.68 -- 0.97),-0.24 (-0.47 -- -0.036),-2.9 (-19 -- -1.5)
Norway,16630 (8961 -- 33621),Likely decreasing,0.92 (0.81 -- 1),-0.098 (-0.26 -- 0.051),-7.1 (13 -- -2.6)
Poland,213879 (68231 -- 472509),Likely decreasing,0.77 (0.53 -- 1.1),-0.32 (-0.74 -- 0.092),-2.2 (7.6 -- -0.94)
Portugal,3613 (2057 -- 7142),Decreasing,0.88 (0.76 -- 0.99),-0.16 (-0.35 -- -0.016),-4.4 (-43 -- -2)
Romania,1428 (736 -- 3307),Decreasing,0.57 (0.46 -- 0.73),-0.67 (-0.94 -- -0.39),-1 (-1.8 -- -0.74)
Slovakia,54543 (17483 -- 165974),Likely increasing,1.2 (0.91 -- 1.5),0.25 (-0.12 -- 0.54),2.8 (1.3 -- -6)
Sweden,13716 (8269 -- 25423),Likely decreasing,0.98 (0.91 -- 1.1),-0.024 (-0.13 -- 0.11),-29 (6.3 -- -5.5)
